name,t_ms,num_dependent_lines,num_lines,num_deps
..\..\third_party\blink\renderer\core\animation\css_font_size_interpolation_type.cc,6665,291594,146,1043
..\..\third_party\blink\renderer\core\animation\css_font_variation_settings_interpolation_type.cc,6636,289357,213,1041
..\..\third_party\blink\renderer\core\animation\css_font_weight_interpolation_type.cc,7091,297314,116,1061
..\..\third_party\blink\renderer\core\animation\css_image_interpolation_type.cc,8075,342820,279,1364
..\..\third_party\blink\renderer\core\animation\css_image_list_interpolation_type.cc,6846,291901,187,1046
..\..\third_party\blink\renderer\core\animation\css_image_slice_interpolation_type.cc,6573,289548,283,1045
..\..\third_party\blink\renderer\core\animation\css_interpolation_type.cc,6579,290619,344,1050
..\..\third_party\blink\renderer\core\animation\css_interpolation_types_map.cc,7876,306757,460,1208
..\..\third_party\blink\renderer\core\animation\css_length_interpolation_type.cc,6632,291714,169,1045
..\..\third_party\blink\renderer\core\animation\css_length_list_interpolation_type.cc,6795,289732,184,1046
..\..\third_party\blink\renderer\core\animation\css_number_interpolation_type.cc,4804,249792,118,875
..\..\third_party\blink\renderer\core\animation\css_offset_rotate_interpolation_type.cc,6777,292240,172,1048
..\..\third_party\blink\renderer\core\animation\css_paint_interpolation_type.cc,6322,289277,147,1040
..\..\third_party\blink\renderer\core\animation\css_path_interpolation_type.cc,6454,289560,150,1044
..\..\third_party\blink\renderer\core\animation\css_percentage_interpolation_type.cc,4774,249701,37,873
..\..\third_party\blink\renderer\core\animation\css_position_axis_list_interpolation_type.cc,5521,258525,67,931
..\..\third_party\blink\renderer\core\animation\css_ray_interpolation_type.cc,6570,289323,212,1041
..\..\third_party\blink\renderer\core\animation\css_resolution_interpolation_type.cc,4816,249703,38,873
..\..\third_party\blink\renderer\core\animation\css_rotate_interpolation_type.cc,6979,292245,275,1048
..\..\third_party\blink\renderer\core\animation\css_scale_interpolation_type.cc,6745,289317,275,1040
..\..\third_party\blink\renderer\core\animation\css_shadow_list_interpolation_type.cc,7111,292015,194,1047
..\..\third_party\blink\renderer\core\animation\css_size_list_interpolation_type.cc,6900,289544,196,1043
..\..\third_party\blink\renderer\core\animation\css_text_indent_interpolation_type.cc,6618,291693,243,1044
..\..\third_party\blink\renderer\core\animation\css_time_interpolation_type.cc,4903,249701,37,873
..\..\third_party\blink\renderer\core\animation\css_transform_interpolation_type.cc,6635,289558,179,1044
..\..\third_party\blink\renderer\core\animation\css_translate_interpolation_type.cc,6552,289414,205,1041
..\..\third_party\blink\renderer\core\animation\css_var_cycle_interpolation_type.cc,6367,289823,135,1045
..\..\third_party\blink\renderer\core\animation\css_visibility_interpolation_type.cc,6961,297322,198,1061
..\..\third_party\blink\renderer\core\animation\document_animations.cc,4656,256405,101,927
..\..\third_party\blink\renderer\core\animation\document_timeline.cc,7394,341049,365,1362
